174127406, US822582CG52, Royal Dutch Shell
65226806, XS2228892860, Glencore PLC
65323734, XS2270147924, BP PLC
86610474, XS0992638220, Tesco PLC
86777858, XS1566100977, Unilever PLC
65342750, DE000A3H23P9, Vodafone Group PLC
60202650, XS0139391873, Legal and General Group PLC
